canonical_smiles,pchembl_value,assay_description,standard_type,standard_value,standard_units,standard_relation,assay_chembl_id,assay_type,molecule_chembl_id,target_organism,target_chembl_id,document_chembl_id
COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,Inhibition of EGFR,IC50,1700.0,nM,=,CHEMBL970655,B,CHEMBL505896,Homo sapiens,CHEMBL203,CHEMBL1140082
COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,Inhibition of EGFR,IC50,1700.0,nM,=,CHEMBL970655,B,CHEMBL453737,Homo sapiens,CHEMBL203,CHEMBL1140082
NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.40,Inhibition of EGFR by HTRF assay,IC50,40.0,nM,=,CHEMBL1009318,B,CHEMBL461426,Homo sapiens,CHEMBL203,CHEMBL1139297
CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.30,Inhibition of EGFR by HTRF assay,IC50,50.0,nM,=,CHEMBL1009318,B,CHEMBL466586,Homo sapiens,CHEMBL203,CHEMBL1139297
CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.50,Inhibition of EGFR by HTRF assay,IC50,32.0,nM,=,CHEMBL1009318,B,CHEMBL512076,Homo sapiens,CHEMBL203,CHEMBL1139297
CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.55,Inhibition of EGFR by HTRF assay,IC50,28.0,nM,=,CHEMBL1009318,B,CHEMBL517123,Homo sapiens,CHEMBL203,CHEMBL1139297
CCN(CC)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.20,Inhibition of EGFR by scintillation proximity assay,IC50,63.0,nM,=,CHEMBL1009326,B,CHEMBL505626,Homo sapiens,CHEMBL203,CHEMBL1139297
CCN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.30,Inhibition of EGFR by HTRF assay,IC50,50.0,nM,=,CHEMBL1009318,B,CHEMBL517585,Homo sapiens,CHEMBL203,CHEMBL1139297
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCCC1,7.00,Inhibition of EGFR by scintillation proximity assay,IC50,99.0,nM,=,CHEMBL1009326,B,CHEMBL451513,Homo sapiens,CHEMBL203,CHEMBL1139297
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCNCC1,7.20,Inhibition of EGFR by HTRF assay,IC50,63.0,nM,=,CHEMBL1009318,B,CHEMBL499534,Homo sapiens,CHEMBL203,CHEMBL1139297
CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.40,Inhibition of EGFR by HTRF assay,IC50,40.0,nM,=,CHEMBL1009318,B,CHEMBL504034,Homo sapiens,CHEMBL203,CHEMBL1139297
CCNC(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.30,Inhibition of EGFR by HTRF assay,IC50,50.0,nM,=,CHEMBL1009318,B,CHEMBL461869,Homo sapiens,CHEMBL203,CHEMBL1139297
CN(C)C(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.40,Inhibition of EGFR by HTRF assay,IC50,40.0,nM,=,CHEMBL1009318,B,CHEMBL466412,Homo sapiens,CHEMBL203,CHEMBL1139297
O=C(O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.40,Inhibition of EGFR by HTRF assay,IC50,40.0,nM,=,CHEMBL1009318,B,CHEMBL450109,Homo sapiens,CHEMBL203,CHEMBL1139297
O=C(O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.10,Inhibition of EGFR by HTRF assay,IC50,79.0,nM,=,CHEMBL1009318,B,CHEMBL447365,Homo sapiens,CHEMBL203,CHEMBL1139297
CCNC(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,6.90,Inhibition of EGFR by HTRF assay,IC50,125.0,nM,=,CHEMBL1009318,B,CHEMBL466614,Homo sapiens,CHEMBL203,CHEMBL1139297
CN(C)C(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.10,Inhibition of EGFR by HTRF assay,IC50,79.0,nM,=,CHEMBL1009318,B,CHEMBL466615,Homo sapiens,CHEMBL203,CHEMBL1139297
CCNC(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.50,Inhibition of EGFR by HTRF assay,IC50,32.0,nM,=,CHEMBL1009318,B,CHEMBL466174,Homo sapiens,CHEMBL203,CHEMBL1139297
CN(C)C(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.10,Inhibition of EGFR by HTRF assay,IC50,79.0,nM,=,CHEMBL1009318,B,CHEMBL466175,Homo sapiens,CHEMBL203,CHEMBL1139297
O=C(O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.30,Inhibition of EGFR by HTRF assay,IC50,50.0,nM,=,CHEMBL1009318,B,CHEMBL450396,Homo sapiens,CHEMBL203,CHEMBL1139297
COc1ccc2c(c1)SCc1cnc(-c3ccccc3)nc1-2,5.33,Inhibition of EGFR (unknown origin) using omnia tyr peptide 7 substrate by fluorescence assay,IC50,4720.0,nM,=,CHEMBL3630441,B,CHEMBL481789,Homo sapiens,CHEMBL203,CHEMBL3627617
CS(=O)(=O)CCNCc1cc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cs1,6.52,Inhibition of EGFR,IC50,304.0,nM,=,CHEMBL1028080,B,CHEMBL475599,Homo sapiens,CHEMBL203,CHEMBL1143296
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,6.94,Inhibition of EGFR,IC50,115.0,nM,=,CHEMBL1028080,B,CHEMBL475600,Homo sapiens,CHEMBL203,CHEMBL1143296
CN(C)Cc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,7.17,Inhibition of EGFR,IC50,68.0,nM,=,CHEMBL1028080,B,CHEMBL475767,Homo sapiens,CHEMBL203,CHEMBL1143296
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)NNc4ccccc4)cc32)c(C)c1CCC(=O)O,5.46,Inhibition of EGFR,IC50,3480.0,nM,=,CHEMBL1028056,B,CHEMBL480356,Homo sapiens,CHEMBL203,CHEMBL1143293
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,8.00,Inhibition of EGFR,IC50,10.0,nM,=,CHEMBL1028080,B,CHEMBL479800,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,9.00,Inhibition of EGFR,IC50,1.0,nM,=,CHEMBL1028080,B,CHEMBL475768,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)co1,8.40,Inhibition of EGFR,IC50,4.0,nM,=,CHEMBL1028080,B,CHEMBL475769,Homo sapiens,CHEMBL203,CHEMBL1143296
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5cccs5)sc34)cc2Cl)c1,8.10,Inhibition of EGFR,IC50,8.0,nM,=,CHEMBL1028080,B,CHEMBL473427,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,8.15,Inhibition of EGFR,IC50,7.0,nM,=,CHEMBL1028080,B,CHEMBL475446,Homo sapiens,CHEMBL203,CHEMBL1143296
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,7.82,Inhibition of EGFR,IC50,15.0,nM,=,CHEMBL1028080,B,CHEMBL514938,Homo sapiens,CHEMBL203,CHEMBL1143296
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,7.27,Inhibition of EGFR,IC50,54.0,nM,=,CHEMBL1028080,B,CHEMBL519757,Homo sapiens,CHEMBL203,CHEMBL1143296
CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,6.92,Inhibition of EGFR,IC50,121.0,nM,=,CHEMBL1028080,B,CHEMBL480348,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,6.86,Inhibition of EGFR,IC50,138.0,nM,=,CHEMBL1028080,B,CHEMBL481331,Homo sapiens,CHEMBL203,CHEMBL1143296
CN(C)Cc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.70,Inhibition of EGFR,IC50,2.0,nM,=,CHEMBL1028080,B,CHEMBL475594,Homo sapiens,CHEMBL203,CHEMBL1143296
CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,8.30,Inhibition of EGFR,IC50,5.0,nM,=,CHEMBL1028080,B,CHEMBL475761,Homo sapiens,CHEMBL203,CHEMBL1143296
OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.52,Inhibition of EGFR,IC50,3.0,nM,=,CHEMBL1028080,B,CHEMBL473428,Homo sapiens,CHEMBL203,CHEMBL1143296
N#CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.52,Inhibition of EGFR,IC50,3.0,nM,=,CHEMBL1028080,B,CHEMBL473429,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)cs1,8.52,Inhibition of EGFR,IC50,3.0,nM,=,CHEMBL1028080,B,CHEMBL474431,Homo sapiens,CHEMBL203,CHEMBL1143296
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,7.17,Inhibition of EGFR,IC50,68.0,nM,=,CHEMBL1028080,B,CHEMBL473436,Homo sapiens,CHEMBL203,CHEMBL1143296
CN(C)Cc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,8.40,Inhibition of EGFR,IC50,4.0,nM,=,CHEMBL1028080,B,CHEMBL473437,Homo sapiens,CHEMBL203,CHEMBL1143296
CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,8.22,Inhibition of EGFR,IC50,6.0,nM,=,CHEMBL1028080,B,CHEMBL473438,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)o1,7.92,Inhibition of EGFR,IC50,12.0,nM,=,CHEMBL1028080,B,CHEMBL480349,Homo sapiens,CHEMBL203,CHEMBL1143296
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,8.05,Inhibition of EGFR,IC50,9.0,nM,=,CHEMBL1028080,B,CHEMBL506414,Homo sapiens,CHEMBL203,CHEMBL1143296
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)s1,7.02,Inhibition of EGFR,IC50,96.0,nM,=,CHEMBL1028080,B,CHEMBL481324,Homo sapiens,CHEMBL203,CHEMBL1143296
COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,7.24,Inhibition of EGFR,IC50,57.0,nM,=,CHEMBL946770,B,CHEMBL507714,Homo sapiens,CHEMBL203,CHEMBL1143280
CCc1cc(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,7.66,Inhibition of EGFR,IC50,22.0,nM,=,CHEMBL946770,B,CHEMBL448929,Homo sapiens,CHEMBL203,CHEMBL1143280
CSc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,8.06,Inhibition of EGFR in human A431 cells preincubated for 60 mins followed by EGF stimulation and measured after 10 mins by ELISA,IC50,8.7,nM,=,CHEMBL4714413,B,CHEMBL516047,Homo sapiens,CHEMBL203,CHEMBL4706704
COc1ccc(N(C)c2nc(Cl)nc3ccccc23)cc1,8.44,Inhibition of EGFR in human A431 cells preincubated for 60 mins followed by EGF stimulation and measured after 10 mins by ELISA,IC50,3.6,nM,=,CHEMBL4714413,B,CHEMBL444724,Homo sapiens,CHEMBL203,CHEMBL4706704
COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,8.55,Inhibition of EGFR in human A431 cells preincubated for 60 mins followed by EGF stimulation and measured after 10 mins by ELISA,IC50,2.8,nM,=,CHEMBL4714413,B,CHEMBL492399,Homo sapiens,CHEMBL203,CHEMBL4706704
CSCc1cc(/C=C2\C(=O)Nc3ccccc32)cc(CSC)c1O,6.40,Inhibition of EGFR,IC50,400.0,nM,=,CHEMBL941412,B,CHEMBL522116,Homo sapiens,CHEMBL203,CHEMBL1150213
CCOc1cc(/C=C2/CCNC2=O)cc(CSc2ccccc2)c1O,6.05,Inhibition of EGFR,IC50,900.0,nM,=,CHEMBL941412,B,CHEMBL490780,Homo sapiens,CHEMBL203,CHEMBL1150213
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,6.40,Inhibition of EGFR,IC50,400.0,nM,=,CHEMBL941412,B,CHEMBL485070,Homo sapiens,CHEMBL203,CHEMBL1150213
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,4.70,Inhibition of EGFR,IC50,20000.0,nM,=,CHEMBL941412,B,CHEMBL520839,Homo sapiens,CHEMBL203,CHEMBL1150213
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc(OC)c2)c1O,5.40,Inhibition of EGFR,IC50,4000.0,nM,=,CHEMBL941412,B,CHEMBL483232,Homo sapiens,CHEMBL203,CHEMBL1150213
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,5.52,Inhibition of EGFR,IC50,3000.0,nM,=,CHEMBL941412,B,CHEMBL483233,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C\c1cc(CSc2ccccc2)c(O)c(OCc2ccccc2)c1)C(N)=O,6.10,Inhibition of EGFR,IC50,800.0,nM,=,CHEMBL941412,B,CHEMBL490569,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C/c1cc(Cc2ccccc2)c(O)c(Cc2ccccc2)c1)C(N)=O,6.22,Inhibition of EGFR,IC50,600.0,nM,=,CHEMBL941412,B,CHEMBL538909,Homo sapiens,CHEMBL203,CHEMBL1150213
CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O,4.30,Inhibition of EGFR,IC50,50000.0,nM,=,CHEMBL941412,B,CHEMBL490570,Homo sapiens,CHEMBL203,CHEMBL1150213
CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,6.00,Inhibition of EGFR,IC50,1000.0,nM,=,CHEMBL941412,B,CHEMBL504173,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C\c1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C(N)=O,6.40,Inhibition of EGFR,IC50,400.0,nM,=,CHEMBL941412,B,CHEMBL490768,Homo sapiens,CHEMBL203,CHEMBL1150213
N#CC(C#N)=C(C#N)c1cc(O)c(O)c(O)c1,5.52,Inhibition of EGFR in human A431 cells,IC50,3000.0,nM,=,CHEMBL941404,B,CHEMBL492199,Homo sapiens,CHEMBL203,CHEMBL1150213
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COC(=O)c2ccc(S(=O)(=O)Oc3ccc(/C=C/[N+](=O)[O-])cc3)cc2)[C@@H](O)[C@H]1O,6.22,Inhibition of the epidermal growth factor receptor expressed in A431 cell line,IC50,600.0,nM,=,CHEMBL674640,B,CHEMBL505705,Homo sapiens,CHEMBL203,CHEMBL1125600
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,6.30,Inhibition of the epidermal growth factor receptor expressed in A431 cell line,IC50,500.0,nM,=,CHEMBL674640,B,CHEMBL453502,Homo sapiens,CHEMBL203,CHEMBL1125600
COc1cc(C(C#N)=C(C#N)C#N)cc(O)c1O,5.22,Inhibition of EGFR in human A431 cells,IC50,6000.0,nM,=,CHEMBL941404,B,CHEMBL489147,Homo sapiens,CHEMBL203,CHEMBL1150213
N#CC(C#N)=C(C#N)c1ccc(O)c(O)c1,5.00,Inhibition of EGFR in human A431 cells,IC50,10000.0,nM,=,CHEMBL941404,B,CHEMBL474267,Homo sapiens,CHEMBL203,CHEMBL1150213
N#CC(C#N)=C(C#N)c1cc(O)cc(O)c1,5.00,Inhibition of EGFR in human A431 cells,IC50,10000.0,nM,=,CHEMBL941404,B,CHEMBL454002,Homo sapiens,CHEMBL203,CHEMBL1150213
CC(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,6.00,Inhibition of EGFR in human A431 cells,IC50,1000.0,nM,=,CHEMBL941404,B,CHEMBL490987,Homo sapiens,CHEMBL203,CHEMBL1150213
Cl.NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.30,Inhibition of EGFR in human A431 cells,IC50,5000.0,nM,=,CHEMBL941404,B,CHEMBL485065,Homo sapiens,CHEMBL203,CHEMBL1150213
C[C@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@@H](C)C(=O)OC(C)(C)C,4.40,Inhibition of EGFR in human A431 cells,IC50,40000.0,nM,=,CHEMBL941404,B,CHEMBL483234,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C\c1cc(O)ccc1O)C(=O)O,4.70,Inhibition of EGFR in human A431 cells,IC50,20000.0,nM,=,CHEMBL941404,B,CHEMBL501368,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,7.00,Inhibition of EGFR in human A431 cells,IC50,100.0,nM,=,CHEMBL941404,B,CHEMBL490577,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5.70,Inhibition of EGFR in human A431 cells,IC50,2000.0,nM,=,CHEMBL941404,B,CHEMBL490774,Homo sapiens,CHEMBL203,CHEMBL1150213
C[C@H](NC(=O)[C@H](C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O,5.16,Inhibition of EGFR in human A431 cells,IC50,7000.0,nM,=,CHEMBL941404,B,CHEMBL490775,Homo sapiens,CHEMBL203,CHEMBL1150213
C[C@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@@H](C)C(=O)NCCN.Cl,4.70,Inhibition of EGFR in human A431 cells,IC50,20000.0,nM,=,CHEMBL941404,B,CHEMBL488101,Homo sapiens,CHEMBL203,CHEMBL1150213
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,5.00,Inhibition of EGFR in human A431 cells,IC50,10000.0,nM,=,CHEMBL941404,B,CHEMBL520493,Homo sapiens,CHEMBL203,CHEMBL1150213
C=C(CN(C)C)C(=O)c1ccccc1.Cl,5.25,In vitro inhibition of the Epidermal growth factor receptor activity in A431 membranes,IC50,5600.0,nM,=,CHEMBL677209,B,CHEMBL468975,Homo sapiens,CHEMBL203,CHEMBL1128740
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,5.47,Inhibition of EGFR by ELISA,IC50,3400.0,nM,=,CHEMBL986505,B,CHEMBL477197,Homo sapiens,CHEMBL203,CHEMBL1155833
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,6.62,"Binding constant for EGFR(L858R,T790M) kinase domain",Kd,240.0,nM,=,CHEMBL1908701,B,CHEMBL513909,Homo sapiens,CHEMBL203,CHEMBL1908390
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2ccncc2c1,6.16,Inhibition of EGFR,IC50,700.0,nM,=,CHEMBL998566,B,CHEMBL521887,Homo sapiens,CHEMBL203,CHEMBL1141712
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,6.96,Inhibition of EGFR kinase,IC50,109.0,nM,=,CHEMBL995846,B,CHEMBL495979,Homo sapiens,CHEMBL203,CHEMBL1143444
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,8.15,Inhibition of EGFR kinase,IC50,7.0,nM,=,CHEMBL995846,B,CHEMBL496174,Homo sapiens,CHEMBL203,CHEMBL1143444
COCCN1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.89,Inhibition of EGFR kinase,IC50,130.0,nM,=,CHEMBL995846,B,CHEMBL523573,Homo sapiens,CHEMBL203,CHEMBL1143444
CS(=O)(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.92,Inhibition of EGFR kinase,IC50,120.0,nM,=,CHEMBL995846,B,CHEMBL495733,Homo sapiens,CHEMBL203,CHEMBL1143444
CC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,7.24,Inhibition of EGFR kinase,IC50,58.0,nM,=,CHEMBL995846,B,CHEMBL495734,Homo sapiens,CHEMBL203,CHEMBL1143444
COC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.85,Inhibition of EGFR kinase,IC50,140.0,nM,=,CHEMBL995846,B,CHEMBL497803,Homo sapiens,CHEMBL203,CHEMBL1143444
O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.85,Inhibition of EGFR kinase,IC50,14.0,nM,=,CHEMBL995846,B,CHEMBL497804,Homo sapiens,CHEMBL203,CHEMBL1143444
CCO[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,6.94,Inhibition of EGFR kinase,IC50,115.0,nM,=,CHEMBL995846,B,CHEMBL497184,Homo sapiens,CHEMBL203,CHEMBL1143444
CS(=O)(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.09,Inhibition of EGFR kinase,IC50,81.0,nM,=,CHEMBL995846,B,CHEMBL500115,Homo sapiens,CHEMBL203,CHEMBL1143444
CCC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.20,Inhibition of EGFR kinase,IC50,63.0,nM,=,CHEMBL995846,B,CHEMBL500381,Homo sapiens,CHEMBL203,CHEMBL1143444
CCOC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,6.85,Inhibition of EGFR kinase,IC50,141.0,nM,=,CHEMBL995846,B,CHEMBL500640,Homo sapiens,CHEMBL203,CHEMBL1143444
CCOC(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.22,Inhibition of EGFR kinase,IC50,60.0,nM,=,CHEMBL995846,B,CHEMBL525805,Homo sapiens,CHEMBL203,CHEMBL1143444
CCS(=O)(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.30,Inhibition of EGFR kinase,IC50,50.0,nM,=,CHEMBL995846,B,CHEMBL501705,Homo sapiens,CHEMBL203,CHEMBL1143444
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,6.03,"Binding constant for EGFR(L858R,T790M) kinase domain",Kd,940.0,nM,=,CHEMBL1908701,B,CHEMBL522892,Homo sapiens,CHEMBL203,CHEMBL1908390
CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,7.13,Binding constant for EGFR(T790M) kinase domain,Kd,74.0,nM,=,CHEMBL1908704,B,CHEMBL464552,Homo sapiens,CHEMBL203,CHEMBL1908390
COCCOc1cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c2cc1NC(=O)[C@@H]1CCCN1,5.15,Inhibition of EGFR,IC50,7130.0,nM,=,CHEMBL1022371,B,CHEMBL523122,Homo sapiens,CHEMBL203,CHEMBL1153429
CCN1CCN(Cc2ccc(-c3cc4c(N[C@@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,7.40,Inhibition of human wild type GST-tagged EGFR kinase domain expressed in Sf9 cells by luminescence assay,IC50,40.0,nM,=,CHEMBL2351567,B,CHEMBL484270,Homo sapiens,CHEMBL203,CHEMBL2346524
